country,year,variable,value
Belgium,2015,Population aged 0 to 14 years old (percentage),17
Belgium,2015,Population aged 60+ years old (percentage),24
Belgium,2015,Population density,372.8
Belgium,2015,Surface area (thousand km2),31
Belgium,2018,Population mid-year estimates (millions),11.5
Belgium,2018,Population mid-year estimates for males (millions),5.68
Belgium,2018,Population mid-year estimates for females (millions),5.82
Belgium,2018,Sex ratio (males per 100 females),97.7
Belgium,2018,Population aged 0 to 14 years old (percentage),17.2
Belgium,2018,Population aged 60+ years old (percentage),24.9
Belgium,2018,Population density,379.7
Belize,2005,Population mid-year estimates (millions),0.28
Belize,2005,Population mid-year estimates for males (millions),0.14
Belize,2005,Population mid-year estimates for females (millions),0.14
Belize,2005,Sex ratio (males per 100 females),101
Belize,2005,Population aged 0 to 14 years old (percentage),39
Belize,2005,Population aged 60+ years old (percentage),4.7
Belize,2005,Population density,12.4
Belize,2010,Population mid-year estimates (millions),0.32
Belize,2010,Population mid-year estimates for males (millions),0.16
Belize,2010,Population mid-year estimates for females (millions),0.16
Belize,2010,Sex ratio (males per 100 females),100.1
Belize,2010,Population aged 0 to 14 years old (percentage),35.7
Belize,2010,Population aged 60+ years old (percentage),5.7
Belize,2010,Population density,14.1
Belize,2015,Population mid-year estimates (millions),0.36
Belize,2015,Population mid-year estimates for males (millions),0.18
Belize,2015,Population mid-year estimates for females (millions),0.18
Belize,2015,Sex ratio (males per 100 females),99.4
Belize,2015,Population aged 0 to 14 years old (percentage),32.5
Belize,2015,Population aged 60+ years old (percentage),5.9
Belize,2015,Population density,15.8
Belize,2015,Surface area (thousand km2),23
Belize,2018,Population mid-year estimates (millions),0.38
Belize,2018,Population mid-year estimates for males (millions),0.19
Belize,2018,Population mid-year estimates for females (millions),0.19
Belize,2018,Sex ratio (males per 100 females),99
Belize,2018,Population aged 0 to 14 years old (percentage),30.9
Belize,2018,Population aged 60+ years old (percentage),6.3
Belize,2018,Population density,16.8
Benin,2005,Population mid-year estimates (millions),7.98
Benin,2005,Population mid-year estimates for males (millions),3.96
Benin,2005,Population mid-year estimates for females (millions),4.03
Benin,2005,Sex ratio (males per 100 females),98.2
Benin,2005,Population aged 0 to 14 years old (percentage),44.4
Benin,2005,Population aged 60+ years old (percentage),5
Benin,2005,Population density,70.8
Benin,2010,Population mid-year estimates (millions),9.2
Benin,2010,Population mid-year estimates for males (millions),4.57
Benin,2010,Population mid-year estimates for females (millions),4.63
Benin,2010,Sex ratio (males per 100 females),98.7
Benin,2010,Population aged 0 to 14 years old (percentage),43.8
Benin,2010,Population aged 60+ years old (percentage),4.9
Benin,2010,Population density,81.6
Benin,2015,Population mid-year estimates (millions),10.58
Benin,2015,Population mid-year estimates for males (millions),5.27
Benin,2015,Population mid-year estimates for females (millions),5.31
Benin,2015,Sex ratio (males per 100 females),99.3
Benin,2015,Population aged 0 to 14 years old (percentage),43
Benin,2015,Population aged 60+ years old (percentage),5
Benin,2015,Population density,93.8
Benin,2015,Surface area (thousand km2),115
Benin,2018,Population mid-year estimates (millions),11.49
Benin,2018,Population mid-year estimates for males (millions),5.73
Benin,2018,Population mid-year estimates for females (millions),5.75
Benin,2018,Sex ratio (males per 100 females),99.6
Benin,2018,Population aged 0 to 14 years old (percentage),42.4
Benin,2018,Population aged 60+ years old (percentage),5
Benin,2018,Population density,101.9
Bermuda,2005,Population mid-year estimates (millions),0.07
Bermuda,2005,Sex ratio (males per 100 females),91.8
Bermuda,2005,Population aged 0 to 14 years old (percentage),18.4
Bermuda,2005,Population aged 60+ years old (percentage),16.4
Bermuda,2005,Population density,"1,302.60"
Bermuda,2010,Population mid-year estimates (millions),0.06
Bermuda,2010,Sex ratio (males per 100 females),92.4
Bermuda,2010,Population aged 0 to 14 years old (percentage),17.4
Bermuda,2010,Population aged 60+ years old (percentage),18.7
Bermuda,2010,Population density,"1,279.10"
Bermuda,2015,Population mid-year estimates (millions),0.06
Bermuda,2015,Sex ratio (males per 100 females),91.4
Bermuda,2015,Population aged 0 to 14 years old (percentage),15.3
Bermuda,2015,Population aged 60+ years old (percentage),23.4
Bermuda,2015,Population density,"1,240.10"
Bermuda,2015,Surface area (thousand km2),0
Bermuda,2017,Population mid-year estimates (millions),0.06
Bermuda,2017,Sex ratio (males per 100 females),91.4
Bermuda,2017,Population aged 0 to 14 years old (percentage),14.8
Bermuda,2017,Population aged 60+ years old (percentage),24.9
Bermuda,2017,Population density,"1,227.00"
Bermuda,2018,Population mid-year estimates (millions),0.06
Bermuda,2018,Population density,"1,221.40"
Bhutan,2005,Population mid-year estimates (millions),0.66
Bhutan,2005,Population mid-year estimates for males (millions),0.34
Bhutan,2005,Population mid-year estimates for females (millions),0.31
Bhutan,2005,Sex ratio (males per 100 females),110.6
Bhutan,2005,Population aged 0 to 14 years old (percentage),34.9
Bhutan,2005,Population aged 60+ years old (percentage),5.7
Bhutan,2005,Population density,17.2
Bhutan,2010,Population mid-year estimates (millions),0.73
Bhutan,2010,Population mid-year estimates for males (millions),0.39
Bhutan,2010,Population mid-year estimates for females (millions),0.34
Bhutan,2010,Sex ratio (males per 100 females),112.7
Bhutan,2010,Population aged 0 to 14 years old (percentage),30.6
Bhutan,2010,Population aged 60+ years old (percentage),6.2
Bhutan,2010,Population density,19.1
Bhutan,2015,Population mid-year estimates (millions),0.79
Bhutan,2015,Population mid-year estimates for males (millions),0.42
Bhutan,2015,Population mid-year estimates for females (millions),0.37
Bhutan,2015,Sex ratio (males per 100 females),113.4
Bhutan,2015,Population aged 0 to 14 years old (percentage),27.4
Bhutan,2015,Population aged 60+ years old (percentage),6.9
Bhutan,2015,Population density,20.7
Bhutan,2015,Surface area (thousand km2),38
Bhutan,2018,Population mid-year estimates (millions),0.82
Bhutan,2018,Population mid-year estimates for males (millions),0.43
Bhutan,2018,Population mid-year estimates for females (millions),0.38
Bhutan,2018,Sex ratio (males per 100 females),112.9
Bhutan,2018,Population aged 0 to 14 years old (percentage),26.2
Bhutan,2018,Population aged 60+ years old (percentage),7.5
Bhutan,2018,Population density,21.4
Bolivia (Plurin. State of),2005,Population mid-year estimates (millions),9.13
Bolivia (Plurin. State of),2005,Population mid-year estimates for males (millions),4.57
Bolivia (Plurin. State of),2005,Population mid-year estimates for females (millions),4.55
Bolivia (Plurin. State of),2005,Sex ratio (males per 100 females),100.5
Bolivia (Plurin. State of),2005,Population aged 0 to 14 years old (percentage),36.6
Bolivia (Plurin. State of),2005,Population aged 60+ years old (percentage),7.8
Bolivia (Plurin. State of),2005,Population density,8.4
Bolivia (Plurin. State of),2010,Population mid-year estimates (millions),9.92
Bolivia (Plurin. State of),2010,Population mid-year estimates for males (millions),4.97
Bolivia (Plurin. State of),2010,Population mid-year estimates for females (millions),4.95
Bolivia (Plurin. State of),2010,Sex ratio (males per 100 females),100.5
Bolivia (Plurin. State of),2010,Population aged 0 to 14 years old (percentage),34.7
Bolivia (Plurin. State of),2010,Population aged 60+ years old (percentage),8.3
Bolivia (Plurin. State of),2010,Population density,9.2
Bolivia (Plurin. State of),2015,Population mid-year estimates (millions),10.72
Bolivia (Plurin. State of),2015,Population mid-year estimates for males (millions),5.37
Bolivia (Plurin. State of),2015,Population mid-year estimates for females (millions),5.35
Bolivia (Plurin. State of),2015,Sex ratio (males per 100 females),100.3
Bolivia (Plurin. State of),2015,Population aged 0 to 14 years old (percentage),32.4
Bolivia (Plurin. State of),2015,Population aged 60+ years old (percentage),9.2
Bolivia (Plurin. State of),2015,Population density,9.9
Bolivia (Plurin. State of),2015,Surface area (thousand km2),"1,099"
Bolivia (Plurin. State of),2018,Population mid-year estimates (millions),11.22
Bolivia (Plurin. State of),2018,Population mid-year estimates for males (millions),5.61
Bolivia (Plurin. State of),2018,Population mid-year estimates for females (millions),5.6
Bolivia (Plurin. State of),2018,Sex ratio (males per 100 females),100.2
Bolivia (Plurin. State of),2018,Population aged 0 to 14 years old (percentage),31.3
Bolivia (Plurin. State of),2018,Population aged 60+ years old (percentage),9.6
Bolivia (Plurin. State of),2018,Population density,10.4
"Bonaire, St. Eustatius & Saba",2005,Population mid-year estimates (millions),0.01
"Bonaire, St. Eustatius & Saba",2005,Population density,43.9
"Bonaire, St. Eustatius & Saba",2010,Population mid-year estimates (millions),0.02
"Bonaire, St. Eustatius & Saba",2010,Population density,63.8
"Bonaire, St. Eustatius & Saba",2018,Population mid-year estimates (millions),0.03
"Bonaire, St. Eustatius & Saba",2018,Population density,78.4
Bosnia and Herzegovina,2005,Population mid-year estimates (millions),3.78
Bosnia and Herzegovina,2005,Population mid-year estimates for males (millions),1.86
Bosnia and Herzegovina,2005,Population mid-year estimates for females (millions),1.92
Bosnia and Herzegovina,2005,Sex ratio (males per 100 females),96.6
Bosnia and Herzegovina,2005,Population aged 0 to 14 years old (percentage),17.7
Bosnia and Herzegovina,2005,Population aged 60+ years old (percentage),17.4
Bosnia and Herzegovina,2005,Population density,74.1
Bosnia and Herzegovina,2010,Population mid-year estimates (millions),3.72
Bosnia and Herzegovina,2010,Population mid-year estimates for males (millions),1.83
Bosnia and Herzegovina,2010,Population mid-year estimates for females (millions),1.89
Bosnia and Herzegovina,2010,Sex ratio (males per 100 females),96.5
Bosnia and Herzegovina,2010,Population aged 0 to 14 years old (percentage),15.7
Bosnia and Herzegovina,2010,Population aged 60+ years old (percentage),19.2
Bosnia and Herzegovina,2010,Population density,73
Bosnia and Herzegovina,2015,Population mid-year estimates (millions),3.54
Bosnia and Herzegovina,2015,Population mid-year estimates for males (millions),1.74
Bosnia and Herzegovina,2015,Population mid-year estimates for females (millions),1.8
Bosnia and Herzegovina,2015,Sex ratio (males per 100 females),96.4
Bosnia and Herzegovina,2015,Population aged 0 to 14 years old (percentage),14.5
Bosnia and Herzegovina,2015,Population aged 60+ years old (percentage),22.4
Bosnia and Herzegovina,2015,Population density,69.3
Bosnia and Herzegovina,2015,Surface area (thousand km2),51
Bosnia and Herzegovina,2018,Population mid-year estimates (millions),3.5
Bosnia and Herzegovina,2018,Population mid-year estimates for males (millions),1.72
Bosnia and Herzegovina,2018,Population mid-year estimates for females (millions),1.78
Bosnia and Herzegovina,2018,Sex ratio (males per 100 females),96.5
Bosnia and Herzegovina,2018,Population aged 0 to 14 years old (percentage),14.2
Bosnia and Herzegovina,2018,Population aged 60+ years old (percentage),23.9
Bosnia and Herzegovina,2018,Population density,68.7
Botswana,2005,Population mid-year estimates (millions),1.86
Botswana,2005,Population mid-year estimates for males (millions),0.92
